841083751 0 1
851360554 0 2
865522753 0 3
874959747 0 4
892842764 0 5
901204674 0 6
919444299 0 7
953329619 0 8
986584471 0 9
1005674166 0 10
1026915011 0 11
1090934958 0 12
1100036245 0 13
1133964492 0 14
1160489734 0 15
1227014112 0 16
1231767388 0 17
1235082089 0 18
1321926552 1 18
1321926679 2 18
1321927036 3 18
1322007086 4 18
1322008298 5 18
1322009984 6 18
1322009992 7 18
1322010002 8 18
1322010010 9 18
1322010019 10 18
1322010031 11 18
1322010041 12 18
1322010047 13 18
1322010053 14 18
1322010060 15 18
1322010149 16 18
1322010155 17 18
1322010161 18 18
1322010166 19 18
1322010176 20 18
1322010183 21 18
1322010189 22 18
1322010196 23 18
1322010203 24 18
1322010209 25 18
1331665862 26 18
1331665903 27 18
1331665927 28 18
1331665946 29 18
1336422169 30 18
1336422186 31 18
1336422198 32 18
1336422219 33 18
1338491505 34 18
1341927819 35 18
1341927837 36 18
1341927847 37 18
1341927857 38 18
1341927872 39 18
1341927883 40 18
1341927894 41 18
1342532895 42 18
1351864739 43 18
1351865180 44 18
1357865274 45 18
1357865297 46 18
1357865596 47 18
1362687658 48 18
1362687705 49 18
1362687734 50 18
1393378610 51 18
1393425403 52 18
1396021967 53 18
1396021982 54 18
1396022000 55 18
1396022010 56 18
1396022024 57 18
1396022045 58 18
1396022059 59 18
1396022085 60 18
1397228666 61 18
1397228705 62 18
1397228731 63 18
1400264243 64 18
1400264258 65 18
1400264276 66 18
1400264295 67 18
1400264319 68 18
1400264337 69 18
1400264360 70 18
1406921433 71 18
1406921448 72 18
1406921461 73 18
1406921474 74 18
1408376712 75 18
1408376731 76 18
1411649107 77 18
1411765250 78 18
1411873085 79 18
1412255241 80 18
1412304619 81 18
1412550740 82 18
1421335204 83 18
1421335245 84 18
1421335268 85 18
1432061702 86 18
1432061727 87 18
1432061737 88 18
1432061751 89 18
1432064979 90 18
1432064991 91 18
1439494697 92 18
1439494711 93 18
1439494722 94 18
1466450043 95 18
1466450060 96 18
1466450072 97 18
1466450089 98 18
1473973148 99 18
1479151611 100 18
1479151626 101 18
1479151643 102 18
1479151655 103 18
1479151675 104 18
